ISBN,title,author,year,publisher,image,content
0451410556,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)),Martha Grimes,2002,Onyx Books,http://images.amazon.com/images/P/0451410556.01.MZZZZZZZ.jpg,The Blue Last: A Richard Jury Mystery (Richard Jury Mysteries (Paperback)) Martha Grimes Onyx Books
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,http://images.amazon.com/images/P/0312278586.01.MZZZZZZZ.jpg,The Nanny Diaries: A Novel Emma McLaughlin St. Martin's Press
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang,2002,Thomas Dunne Books,http://images.amazon.com/images/P/0312288115.01.MZZZZZZZ.jpg,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)) Adele Lang Thomas Dunne Books
0380710218,Postmortem,Patricia Daniels Cornwell,1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380710218.01.MZZZZZZZ.jpg,Postmortem Patricia Daniels Cornwell Harper Mass Market Paperbacks (Mm)
0515118656,The Cove,Catherine Coulter,1996,Jove Books,http://images.amazon.com/images/P/0515118656.01.MZZZZZZZ.jpg,The Cove Catherine Coulter Jove Books
0671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,1996,Pocket,http://images.amazon.com/images/P/0671000306.01.MZZZZZZZ.jpg,Shock Wave (Dirk Pitt Adventures (Paperback)) Clive Cussler Pocket
0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket,http://images.amazon.com/images/P/0671673688.01.MZZZZZZZ.jpg,While My Pretty One Sleeps Mary Higgins Clark Pocket
0385721420,Three Junes,JULIA GLASS,2003,Anchor,http://images.amazon.com/images/P/0385721420.01.MZZZZZZZ.jpg,Three Junes JULIA GLASS Anchor
0451202341,Back Roads,Tawni O'Dell,2001,Signet Book,http://images.amazon.com/images/P/0451202341.01.MZZZZZZZ.jpg,Back Roads Tawni O'Dell Signet Book
0743418190,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,In Her Shoes : A Novel Jennifer Weiner Atria Books
0553272837,Brazen Virtue,Nora Roberts,1996,Bantam Books,http://images.amazon.com/images/P/0553272837.01.MZZZZZZZ.jpg,Brazen Virtue Nora Roberts Bantam Books
0440225078,Ghost Moon,Karen Robards,2001,Dell Publishing Company,http://images.amazon.com/images/P/0440225078.01.MZZZZZZZ.jpg,Ghost Moon Karen Robards Dell Publishing Company
0425181111,Strangers,Dean R. Koontz,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425181111.01.MZZZZZZZ.jpg,Strangers Dean R. Koontz Berkley Publishing Group
0380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,2002,Avon,http://images.amazon.com/images/P/0380732688.01.MZZZZZZZ.jpg,Milk and Honey (Peter Decker/Rina Lazarus Novels) Faye Kellerman Avon
0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,http://images.amazon.com/images/P/0449907481.01.MZZZZZZZ.jpg,A Thousand Acres (Ballantine Reader's Circle) JANE SMILEY Ballantine Books
080213825X,Four Blondes,Candace Bushnell,2001,Grove Press,http://images.amazon.com/images/P/080213825X.01.MZZZZZZZ.jpg,Four Blondes Candace Bushnell Grove Press
0515127833,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,River's End Nora Roberts Jove Books
0345441133,Summer Island,KRISTIN HANNAH,2002,Ballantine Books,http://images.amazon.com/images/P/0345441133.01.MZZZZZZZ.jpg,Summer Island KRISTIN HANNAH Ballantine Books
0515134279,The Straw Men,Michael Marshall,2002,Jove Books,http://images.amazon.com/images/P/0515134279.01.MZZZZZZZ.jpg,The Straw Men Michael Marshall Jove Books
0385424728,The Chamber,John Grisham,1994,Doubleday Books,http://images.amazon.com/images/P/0385424728.01.MZZZZZZZ.jpg,The Chamber John Grisham Doubleday Books
0385472951,The Partner,John Grisham,1997,Doubleday Books,http://images.amazon.com/images/P/0385472951.01.MZZZZZZZ.jpg,The Partner John Grisham Doubleday Books
0425182878,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,Chosen Prey John Sandford Berkley Publishing Group
0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam,http://images.amazon.com/images/P/0553564528.01.MZZZZZZZ.jpg,Guilty as Sin TAMI HOAG Bantam
055356451X,Night Sins,TAMI HOAG,1995,Bantam,http://images.amazon.com/images/P/055356451X.01.MZZZZZZZ.jpg,Night Sins TAMI HOAG Bantam
042517736X,Abduction,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/042517736X.01.MZZZZZZZ.jpg,Abduction Robin Cook Berkley Publishing Group
0345313860,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,http://images.amazon.com/images/P/0345313860.01.MZZZZZZZ.jpg,"The Vampire Lestat (Vampire Chronicles, Book II) ANNE RICE Ballantine Books"
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,http://images.amazon.com/images/P/0345369947.01.MZZZZZZZ.jpg,The Mummy or Ramses the Damned Anne Rice Ballantine Books
0553576925,Hiding in the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,2000,Bantam Books,http://images.amazon.com/images/P/0553576925.01.MZZZZZZZ.jpg,Hiding in the Shadows (Shadows Trilogy (Paperback)) Kay Hooper Bantam Books
0446394521,Daisy Fay and the Miracle Man,Fannie Flagg,1992,Warner Books,http://images.amazon.com/images/P/0446394521.01.MZZZZZZZ.jpg,Daisy Fay and the Miracle Man Fannie Flagg Warner Books
068484267X,Angela's Ashes: A Memoir,Frank McCourt,1999,Scribner,http://images.amazon.com/images/P/068484267X.01.MZZZZZZZ.jpg,Angela's Ashes: A Memoir Frank McCourt Scribner
0553578693,The Next Accident,LISA GARDNER,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,The Next Accident LISA GARDNER Bantam
0345413377,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2001,Del Rey,http://images.amazon.com/images/P/0345413377.01.MZZZZZZZ.jpg,"The Amber Spyglass (His Dark Materials, Book 3) PHILIP PULLMAN Del Rey"
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,http://images.amazon.com/images/P/0345413369.01.MZZZZZZZ.jpg,"The Subtle Knife (His Dark Materials, Book 2) PHILIP PULLMAN Del Rey"
0451184718,The Rosewood Casket,Sharyn McCrumb,1997,Signet Book,http://images.amazon.com/images/P/0451184718.01.MZZZZZZZ.jpg,The Rosewood Casket Sharyn McCrumb Signet Book
0060938455,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,2002,Perennial,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,Fast Food Nation: The Dark Side of the All-American Meal Eric Schlosser Perennial
0440122090,Echoes,Maeve Binchy,1989,Dell,http://images.amazon.com/images/P/0440122090.01.MZZZZZZZ.jpg,Echoes Maeve Binchy Dell
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,One for the Money (Stephanie Plum Novels (Paperback)) Janet Evanovich HarperTorch
0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,http://images.amazon.com/images/P/0060930187.01.MZZZZZZZ.jpg,The Bell Jar : A Novel (Perennial Classics) Sylvia Plath Perennial
0821770209,About Face,Fern Michaels,2003,Zebra Books,http://images.amazon.com/images/P/0821770209.01.MZZZZZZZ.jpg,About Face Fern Michaels Zebra Books
0446364193,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,http://images.amazon.com/images/P/0446364193.01.MZZZZZZZ.jpg,Along Came a Spider (Alex Cross Novels) James Patterson Warner Books
0446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,http://images.amazon.com/images/P/0446519138.01.MZZZZZZZ.jpg,Simple Abundance:  A Daybook of Comfort and Joy Sarah Ban Breathnach Warner Books
0425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425179672.01.MZZZZZZZ.jpg,The River King Alice Hoffman Berkley Publishing Group
0399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),http://images.amazon.com/images/P/0399144463.01.MZZZZZZZ.jpg,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life Spencer Johnson Putnam Pub Group (Paper)
0140185216,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper),http://images.amazon.com/images/P/0140185216.01.MZZZZZZZ.jpg,On the Road (Penguin 20th Century Classics) Jack Kerouac Penguin USA (Paper)
0684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner,http://images.amazon.com/images/P/0684801221.01.MZZZZZZZ.jpg,OLD MAN AND THE SEA Ernest Hemingway Scribner
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,http://images.amazon.com/images/P/0446672211.01.MZZZZZZZ.jpg,Where the Heart Is (Oprah's Book Club (Paperback)) Billie Letts Warner Books
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,The Girls' Guide to Hunting and Fishing Melissa Bank Penguin Books
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,Icy Sparks Gwyn Hyman Rubio Penguin Books
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,http://images.amazon.com/images/P/015600710X.01.MZZZZZZZ.jpg,Strange Fits of Passion: A Novel Anita Shreve Harvest Books
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,The Da Vinci Code Dan Brown Doubleday
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,Bridget Jones : The Edge of Reason Helen Fielding Viking Books
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,"The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)) Anita Shreve Little, Brown"
0425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184129.01.MZZZZZZZ.jpg,Big Trouble Dave Barry Berkley Publishing Group
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,Skipping Christmas JOHN GRISHAM Doubleday
0679442790,The Reader,Bernhard Schlink,1997,Random House,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg,The Reader Bernhard Schlink Random House
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,Daddy's Little Girl Mary Higgins Clark Simon &amp; Schuster
0743406176,If Only It Were True,Marc Levy,2000,Atria,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,If Only It Were True Marc Levy Atria
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446523569.01.MZZZZZZZ.jpg,Message in a Bottle Nicholas Sparks Warner Books
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,http://images.amazon.com/images/P/0671042556.01.MZZZZZZZ.jpg,Blackbird: A Childhood Lost and Found Jennifer Lauck Atria
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,The Guardian Nicholas Sparks Warner Books
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,Nights in Rodanthe Nicholas Sparks Warner Books
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies Laura Esquivel Doubleday Books"
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,"The Two Towers (The Lord of the Rings, Part 2) J.R.R. TOLKIEN Del Rey"
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,http://images.amazon.com/images/P/039304016X.01.MZZZZZZZ.jpg,The Perfect Storm: A True Story of Men Against the Sea Sebastian Junger Little Brown and Company
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147128.01.MZZZZZZZ.jpg,The Villa Nora Roberts Putnam Publishing Group
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,"Suzanne's Diary for Nicholas James Patterson Little, Brown"
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,"2nd Chance James Patterson Little, Brown"
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,"The Bad Beginning (A Series of Unfortunate Events, Book 1) Lemony Snicket HarperCollins"
0349101779,The Wasp Factory,Iain Banks,0,Abacus,http://images.amazon.com/images/P/0349101779.01.MZZZZZZZ.jpg,The Wasp Factory Iain Banks Abacus
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,Me Talk Pretty One Day David Sedaris Back Bay Books
0060934719,stardust,Neil Gaiman,2001,Perennial,http://images.amazon.com/images/P/0060934719.01.MZZZZZZZ.jpg,stardust Neil Gaiman Perennial
0451181379,The Door to December,Dean R. Koontz,1994,Signet Book,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,The Door to December Dean R. Koontz Signet Book
0425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425142485.01.MZZZZZZZ.jpg,The Funhouse Dean R. Koontz Berkley Publishing Group
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,http://images.amazon.com/images/P/1573229571.01.MZZZZZZZ.jpg,About a Boy (Movie Tie-In) Nick Hornby Riverhead Books
0743211383,Dreamcatcher,Stephen King,2001,Scribner,http://images.amazon.com/images/P/0743211383.01.MZZZZZZZ.jpg,Dreamcatcher Stephen King Scribner
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,http://images.amazon.com/images/P/0440218535.01.MZZZZZZZ.jpg,Smilla's Sense of Snow Peter Hoeg Island
0345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,http://images.amazon.com/images/P/0345391802.01.MZZZZZZZ.jpg,The Hitchhiker's Guide to the Galaxy Douglas Adams Ballantine Books
0440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,http://images.amazon.com/images/P/0440219078.01.MZZZZZZZ.jpg,The Giver (21st Century Reference) LOIS LOWRY Laure Leaf
0451155750,The Dead Zone,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451155750.01.MZZZZZZZ.jpg,The Dead Zone Stephen King Signet Book
0380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade,http://images.amazon.com/images/P/0380820447.01.MZZZZZZZ.jpg,"For Better, for Worse: A Novel Carole Matthews Avon Trade"
0451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,http://images.amazon.com/images/P/0451454243.01.MZZZZZZZ.jpg,The Forest House Marion Zimmer Bradley Roc
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,http://images.amazon.com/images/P/039914563X.01.MZZZZZZZ.jpg,The Bear and the Dragon Tom Clancy G. P. Putnam's Sons
0425161722,Net Force,Tom Clancy,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425161722.01.MZZZZZZZ.jpg,Net Force Tom Clancy Berkley Publishing Group
0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,http://images.amazon.com/images/P/0440211727.01.MZZZZZZZ.jpg,A Time to Kill JOHN GRISHAM Dell
0380002450,Awakening,Kate Chopin,1982,Avon,http://images.amazon.com/images/P/0380002450.01.MZZZZZZZ.jpg,Awakening Kate Chopin Avon
0425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425134350.01.MZZZZZZZ.jpg,Patriot Games Tom Clancy Berkley Publishing Group
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,http://images.amazon.com/images/P/044661162X.01.MZZZZZZZ.jpg,Chasing the Dime Michael Connelly Warner Books
038533334X,Charming Billy,Alice McDermott,1999,Delta,http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg,Charming Billy Alice McDermott Delta
0345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,http://images.amazon.com/images/P/0345404777.01.MZZZZZZZ.jpg,No Safe Place RICHARD NORTH PATTERSON Ballantine Books
0440224829,Granny Dan,DANIELLE STEEL,2000,"Random House, Inc.",http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg,"Granny Dan DANIELLE STEEL Random House, Inc."
0515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books,http://images.amazon.com/images/P/0515134368.01.MZZZZZZZ.jpg,The Penwyth Curse Catherine Coulter Jove Books
0553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,http://images.amazon.com/images/P/0553212583.01.MZZZZZZZ.jpg,Wuthering Heights EMILY BRONTE Bantam
0446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg,The Stars Shine Down Sidney Sheldon Warner Books
0425166619,Toxin,Robin Cook,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425166619.01.MZZZZZZZ.jpg,Toxin Robin Cook Berkley Publishing Group
0765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books,http://images.amazon.com/images/P/0765341972.01.MZZZZZZZ.jpg,The Mothman Prophecies John A. Keel Tor Books
0553561618,Dark Paradise,TAMI HOAG,1994,Bantam,http://images.amazon.com/images/P/0553561618.01.MZZZZZZZ.jpg,Dark Paradise TAMI HOAG Bantam
0312422156,Middlesex: A Novel,Jeffrey Eugenides,2003,Picador,http://images.amazon.com/images/P/0312422156.01.MZZZZZZZ.jpg,Middlesex: A Novel Jeffrey Eugenides Picador
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,The Rainmaker JOHN GRISHAM Dell
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg,The Bad Place Dean R. Koontz Berkley Publishing Group
0312282990,The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador,http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg,The Amazing Adventures of Kavalier &amp; Clay Michael Chabon Picador
0394820371,The Phantom Tollbooth,Norton Juster,1993,Yearling Books,http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg,The Phantom Tollbooth Norton Juster Yearling Books
